"coef_name","OLS","Elastic.Net"
"mean_1_wk_poll_support",0.783654293813006,0.773713007243299
"D_pv_lag1",0.417049463293661,0.40829482712779
"D_pv_lag2",-0.0986787551021575,-0.0810605789969887
"InitialCOVI",0.0443900270568931,0.0195551348624361
"sc_interact",0.179221077926332,0.179961056079356
