"year","state","D_pv","R_pv","D_pv_lag1","D_pv_lag2","party","mean_1_wk_poll_support","quarter","GDP_growth_quarterly","unemployment","state_abb","grant_year","total_grant","vep_turnout","turnout_lag1","turnout_lag2","incumbent","incumbent_party","dem_party_incumbent","cons_shift","prec_turns","sc_interact","InitialCOVI"
1992,"South Dakota",37.14097081,40.65914458,46.50612957,36.52879978,"DEM",36.3434081428571,4,4.2,7.36666666666667,"SD",1992,48.41246109,NA,NA,NA,0,FALSE,0,1,14,14,NA
1992,"Tennessee",47.08479309,42.43336403,41.5458518,41.57224942,"DEM",44.4787954285714,4,4.2,7.36666666666667,"TN",1992,192.1290953,NA,NA,NA,0,FALSE,0,1,14,14,NA
1992,"Texas",37.07845833,40.56002111,43.34936922,36.11394829,"DEM",36.967997,4,4.2,7.36666666666667,"TX",1992,190.72541507,NA,NA,NA,0,FALSE,0,1,14,14,NA
1992,"Utah",24.65450176,43.3646327,32.04643528,24.67521948,"DEM",24.6795692857143,4,4.2,7.36666666666667,"UT",1992,195.85199136,"67.50",63.4,64.3,0,FALSE,0,1,14,14,NA
1992,"Vermont",46.11375176,30.41825883,47.57980997,40.81241127,"DEM",40.8296277142857,4,4.2,7.36666666666667,"VT",1992,198.68873434,"69.70",66.7,61.6,0,FALSE,0,1,14,14,NA
1992,"Virginia",40.5860744,44.95736635,39.23140487,37.09293848,"DEM",32.724606,4,4.2,7.36666666666667,"VA",1992,125.54025076,NA,NA,NA,0,FALSE,0,1,14,14,NA
1992,"Washington",43.41022004,31.96560535,50.0476879,42.58081721,"DEM",44.842067,4,4.2,7.36666666666667,"WA",1992,492.0197069,"65.00",58.6,62.9,0,FALSE,0,1,14,14,NA
1992,"West Virginia",48.41482162,35.39302916,52.19811085,44.59783457,"DEM",44.3130624285714,4,4.2,7.36666666666667,"WV",1992,150.39037654,NA,NA,NA,0,FALSE,0,1,14,14,NA
1992,"Wisconsin",41.13155574,36.77722096,51.41403025,45.02170061,"DEM",39.9306021428571,4,4.2,7.36666666666667,"WI",1992,249.42837851,NA,NA,NA,0,FALSE,0,1,14,14,NA
1992,"Wyoming",34.09977787,39.69652398,38.01337857,28.2428771,"DEM",30.3872638571429,4,4.2,7.36666666666667,"WY",1992,101.93344323,"62.80",59.2,57.9,0,FALSE,0,1,14,14,NA
1996,"Alabama",43.1560877,50.12184321,40.8800635,39.86329831,"DEM",41.1470671428571,4,4.2,5.33333333333333,"AL",1996,304.79396163,NA,NA,NA,1,TRUE,1,1,10,10,-0.171
1996,"Alaska",33.26711365,50.80125817,30.28711132,36.27096284,"DEM",34.283656,4,4.2,5.33333333333333,"AK",1996,231.05499539,"60.70",67.1,57.3,1,TRUE,1,1,10,10,-0.221
1996,"Arizona",46.51706595,44.2944165,36.5204526,38.74387412,"DEM",44.7959778571429,4,4.2,5.33333333333333,"AZ",1996,1247.9850828,"46.50",56.7,49.1,1,TRUE,1,1,10,10,0.061
1996,"Arkansas",53.73644915,36.80085766,53.20795285,42.19173217,"DEM",52.1675622857143,4,4.2,5.33333333333333,"AR",1996,162.23046225,NA,NA,NA,1,TRUE,1,1,10,10,0.424
1996,"California",51.09886562,38.20942008,46.00658784,47.55944256,"DEM",50.287193,4,4.2,5.33333333333333,"CA",1996,2979.568266,"55.00",61.6,57.5,1,TRUE,1,1,10,10,0.473
1996,"Colorado",44.42649841,45.79645754,40.12802865,45.28240432,"DEM",44.5428931428571,4,4.2,5.33333333333333,"CO",1996,243.13929991,NA,64,60.8,1,TRUE,1,1,10,10,-0.256
1996,"Connecticut",52.83158147,34.69080449,42.21857296,46.87451936,"DEM",49.8612237142857,4,4.2,5.33333333333333,"CT",1996,2490.3941064,"60.40",69.8,61.4,1,TRUE,1,1,10,10,0.87
